,City,State,Population,Latitude,Longitude,Cluster Labels,Cluster Names,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
917,Natham,Tamil Nadu,23660.0,10.268999800000001,78.25071185406759,0,Food Hubs,Bus Station,Photography Studio,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
918,Mirganj,Bihar,23576.0,26.365964,84.3373624,0,Food Hubs,Jewelry Store,Soccer Field,Music Store,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
919,Rajam,Andhra Pradesh,23424.0,17.5925245,83.0173559,0,Food Hubs,ATM,Lake,Train Station,Beach Bar,Dhaba,Women's Store,Field,Factory,Falafel Restaurant,Farm
920,Urmar Tanda,Punjab,23419.0,31.680921899999998,75.63237190000001,4,Indian Cuisine Restaurants,Indian Restaurant,Campground,Train Station,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
921,Lonar,Maharashtra,23416.0,19.984279,76.49104504772505,0,Food Hubs,Other Great Outdoors,Mobile Phone Shop,Arts & Crafts Store,Garden Center,Dhaba,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
922,Powayan,Uttar Pradesh,23406.0,28.143207699999998,80.1148756411588,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
923,Palampur,Himachal Pradesh,23331.0,32.0893012,76.5098926962527,4,Indian Cuisine Restaurants,Indian Restaurant,Train Station,Café,Cricket Ground,Exhibit,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
924,Sindagi,Karnataka,23234.0,16.919477800000003,76.23503050000001,0,Food Hubs,Motorcycle Shop,ATM,Bus Stop,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
925,Vaikom,Kerala,23234.0,9.746670800000002,76.45550662538136,1,Stations,Train Station,Multiplex,Boat or Ferry,Platform,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
926,Malda,West Bengal,23218.0,25.0057449,88.1398483,1,Stations,Train Station,University,Indian Restaurant,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
927,Tharangambadi,Tamil Nadu,23191.0,11.06584565,79.77294417536498,0,Food Hubs,Beach,Indian Restaurant,Hotel,Fast Food Restaurant,Bus Station,Historic Site,Boarding House,Platform,Currency Exchange,Fish & Chips Shop
928,Sakaleshapura,Karnataka,23176.0,12.854979199999999,75.72666935394834,0,Food Hubs,Vacation Rental,Indian Restaurant,Resort,Mountain,Vegetarian / Vegan Restaurant,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
929,Lalganj,Bihar,23124.0,25.851847300000006,85.19063920172792,2,ATM Hubs,ATM,Clothing Store,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
930,Malkangiri,Odisha,23114.0,18.35835435,81.89823748747048,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
931,Rapar,Gujarat,23057.0,23.570746,70.64504659999999,1,Stations,Auto Dealership,Lake,Train Station,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
932,Mauganj,Madhya Pradesh,23024.0,24.667929,81.8811502,0,Food Hubs,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
933,Todabhim,Rajasthan,22977.0,26.9181613,76.81375729999999,0,Food Hubs,Asian Restaurant,Moving Target,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
934,Srinivaspur,Karnataka,22959.0,13.3391141,78.21136779999999,1,Stations,Pharmacy,Train Station,Garden Center,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
935,Murliganj,Bihar,22936.0,25.875615850000006,86.93670781507606,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
936,Reengus,Rajasthan,22932.0,27.3683346,75.5646726,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
937,Sawantwadi,Maharashtra,22901.0,15.891080599999999,73.91371456803961,0,Food Hubs,Ice Cream Shop,Seafood Restaurant,Lake,Scenic Lookout,Women's Store,Farmers Market,Exhibit,Fabric Shop,Factory,Falafel Restaurant
938,Tittakudi,Tamil Nadu,22894.0,11.442171,79.11525545955024,0,Food Hubs,Jewelry Store,Cuban Restaurant,Gluten-free Restaurant,American Restaurant,Café,Indonesian Restaurant,ATM,Food Stand,Fireworks Store,Factory
939,Lilong,Manipur,22888.0,24.63753095,93.94317948718188,0,Food Hubs,Scenic Lookout,Outlet Store,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
940,Rajaldesar,Rajasthan,22836.0,28.028387699999996,74.4736238,0,Food Hubs,Market,Dhaba,Women's Store,Fabric Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
941,Pathardi,Maharashtra,22827.0,19.15477635,75.1334640673195,3,Mobile Stores and Women utility,Mobile Phone Shop,Breakfast Spot,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
942,Achhnera,Uttar Pradesh,22781.0,27.1760576,77.758213,0,Food Hubs,ATM,Toll Booth,Indian Restaurant,Platform,Border Crossing,Mughlai Restaurant,Bed & Breakfast,Fireworks Store,Factory,Falafel Restaurant
943,Naraura,Uttar Pradesh,22775.0,27.1855541,81.95648790000001,0,Food Hubs,Electronics Store,ATM,Plaza,IT Services,Platform,Train Station,Field,Exhibit,Fabric Shop,Factory
944,Nakur,Uttar Pradesh,22712.0,29.85061985,77.29871278227094,2,ATM Hubs,ATM,Ice Cream Shop,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
945,Palai,Kerala,22640.0,9.721188,76.6868926,4,Indian Cuisine Restaurants,Community Center,Trail,Fast Food Restaurant,Indian Restaurant,Adult Boutique,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market
946,Manasa,Madhya Pradesh,22623.0,24.47632,75.1429653,0,Food Hubs,Women's Store,Movie Theater,Bus Station,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
947,Pauni,Maharashtra,22587.0,21.528060500000002,79.34141629999999,0,Food Hubs,National Park,Park,Hotel,Dhaba,Nature Preserve,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market
948,Prithvipur,Madhya Pradesh,22535.0,25.22554815,78.72159940797452,0,Food Hubs,Café,Bus Station,Construction & Landscaping,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
949,Ramtek,Maharashtra,22516.0,21.3957522,79.32574740000001,0,Food Hubs,Lake,Nature Preserve,Historic Site,Mobile Phone Shop,Park,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
950,Silapathar,Assam,22516.0,27.589383299999998,94.72558570000001,0,Food Hubs,Motorcycle Shop,Northeast Indian Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
951,Songadh,Gujarat,22431.0,21.170212399999997,73.5622874,0,Food Hubs,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
952,Safipur,Uttar Pradesh,22378.0,26.8380485,80.27506347476157,2,ATM Hubs,ATM,Hotel,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
953,Sohagpur,Madhya Pradesh,22339.0,21.927360999999998,78.80162709999999,0,Food Hubs,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
954,Mul,Maharashtra,22330.0,20.05403655,79.73097785122374,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
955,Sadulshahar,Rajasthan,22326.0,29.907702899999997,74.1726582,0,Food Hubs,Food,Japanese Restaurant,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
956,Phillaur,Punjab,22302.0,31.018294,75.7839116,0,Food Hubs,ATM,Toll Plaza,Sporting Goods Shop,Dhaba,Supermarket,Food Service,Field,Factory,Falafel Restaurant,Farm
957,Sambhar,Rajasthan,22293.0,26.911001399999996,75.1848367,1,Stations,Train Station,ATM,Lake,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
958,Mount Abu,Rajasthan,22152.0,24.592433,72.70818759999999,0,Food Hubs,Hotel,Fast Food Restaurant,Trail,Coffee Shop,Café,Women's Store,Exhibit,Fabric Shop,Factory,Falafel Restaurant
959,Panchla,West Bengal,22051.0,22.56984205,88.13057700863706,2,ATM Hubs,ATM,Train Station,Toll Plaza,Hotel,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
960,Sitarganj,Uttarakhand,22027.0,28.95915005,79.72826945827646,0,Food Hubs,Convenience Store,Beach,Motorcycle Shop,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
961,O' Valley,Tamil Nadu,21943.0,10.326077,77.9851473,0,Food Hubs,Train Station,Multicuisine Indian Restaurant,Indian Restaurant,Platform,Multiplex,Restaurant,Field,Fabric Shop,Factory,Falafel Restaurant
962,Raghunathpur,West Bengal,21932.0,23.5381361,86.6739117,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
963,Qadian,Punjab,21899.0,31.8194229,75.37580909999998,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
964,Rairangpur,Odisha,21896.0,22.215745000000002,86.23254623043805,2,ATM Hubs,Scenic Lookout,ATM,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
965,Silvassa,Dadra and Nagar Haveli,21893.0,20.2736768,73.0045787,0,Food Hubs,Resort,Hotel,Café,Bakery,Asian Restaurant,Food Truck,Pizza Place,Food & Drink Shop,Farmers Market,Fabric Shop
966,Mangrol,Rajasthan,21842.0,25.3307117,76.5120394,0,Food Hubs,Historic Site,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
967,Sujanpur,Punjab,21815.0,32.315490000000004,75.606966,0,Food Hubs,Border Crossing,Pizza Place,Coffee Shop,Clothing Store,Train Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm
968,Sikanderpur,Uttar Pradesh,21783.0,26.0221954,84.06211450713984,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
969,Mangalvedhe,Maharashtra,21706.0,17.40269445,75.45937313280919,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
970,Phulera,Rajasthan,21643.0,26.875086600000003,75.24555009999999,1,Stations,Train Station,Motorcycle Shop,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
971,Ron,Karnataka,21643.0,15.699694400000002,75.7349912,4,Indian Cuisine Restaurants,Indian Restaurant,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fish & Chips Shop
972,Sholavandan,Tamil Nadu,21638.0,10.022662,77.96539109999999,1,Stations,Train Station,Indian Restaurant,Food,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
973,Saidpur,Uttar Pradesh,21568.0,25.58459165,83.26443048071911,1,Stations,Train Station,River,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
974,Shamgarh,Madhya Pradesh,21507.0,24.1877674,75.6380582,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
975,Thammampatti,Tamil Nadu,21503.0,11.442542199999998,78.4860643,0,Food Hubs,Pharmacy,Clothing Store,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
976,Multai,Madhya Pradesh,21423.0,21.774590300000003,78.26350579999999,1,Stations,Food Court,Train Station,River,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
977,Mukerian,Punjab,21384.0,31.951958500000003,75.6139939,4,Indian Cuisine Restaurants,Indian Restaurant,Fast Food Restaurant,Bus Station,Indian Sweet Shop,ATM,Ice Cream Shop,Field,Fabric Shop,Factory,Falafel Restaurant
978,Sirsi,Uttar Pradesh,21373.0,24.844658499999998,82.4916853,4,Indian Cuisine Restaurants,Indian Restaurant,Multicuisine Indian Restaurant,Fast Food Restaurant,Hotel,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Field
979,Purwa,Uttar Pradesh,21271.0,26.48974115,80.83796223187207,2,ATM Hubs,Circus,ATM,Fish & Chips Shop,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
980,Sheohar,Bihar,21262.0,26.49436945,85.27280559513999,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
981,Namagiripettai,Tamil Nadu,21250.0,11.456178999999999,78.26916,2,ATM Hubs,ATM,Indian Restaurant,Clothing Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
982,Lathi,Gujarat,21173.0,21.724718,71.3899959,2,ATM Hubs,ATM,Harbor / Marina,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
983,Lalganj,Uttar Pradesh,21142.0,25.7921635,82.96173360202592,2,ATM Hubs,ATM,Clothing Store,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
984,Narkhed,Maharashtra,21127.0,21.37767855,78.4336459663189,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
985,Mathabhanga,West Bengal,21107.0,26.41235785,89.2606176370955,1,Stations,Train Station,Photography Studio,Women's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
986,Shendurjana,Maharashtra,21083.0,21.5198553,78.291974,3,Mobile Stores and Women utility,Mobile Phone Shop,Men's Store,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
987,Peravurani,Tamil Nadu,21045.0,10.2437795,79.1981912827948,0,Food Hubs,Pharmacy,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
988,Mariani,Assam,20997.0,26.60093175,94.33862409216944,1,Stations,Train Station,Forest,Market,Nature Preserve,Field,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
989,Pali,Madhya Pradesh,20942.0,23.3656853,81.0462381,1,Stations,Train Station,Indian Restaurant,Salad Place,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
990,Parangipettai,Tamil Nadu,20912.0,11.4905673,79.7568983,0,Food Hubs,Boat or Ferry,River,Platform,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
991,Pudupattinam,Tamil Nadu,20901.0,12.4994913,80.1580619,0,Food Hubs,General College & University,Travel Lounge,Beach,Resort,Historic Site,Women's Store,Fabric Shop,Factory,Falafel Restaurant,Farm
992,Panniyannur,Kerala,20863.0,11.7441886,75.55963456442308,0,Food Hubs,Bus Station,Train Station,Boat or Ferry,Park,Indian Restaurant,Diner,Shopping Mall,Historic Site,Falafel Restaurant,Farm
993,Maharajganj,Bihar,20860.0,26.14101105,84.53179116466904,2,ATM Hubs,ATM,Asian Restaurant,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
994,Rau,Madhya Pradesh,20855.0,22.6336511,75.80510459999999,0,Food Hubs,Other Great Outdoors,Restaurant,Sandwich Place,Pizza Place,Diner,Park,Exhibit,Fabric Shop,Factory,Falafel Restaurant
995,Mandawa,Rajasthan,20830.0,28.0558375,75.1483915,0,Food Hubs,Hotel,Indian Restaurant,Bank,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
996,Marigaon,Assam,20811.0,26.290712,92.29221256765226,0,Food Hubs,Motorcycle Shop,Movie Theater,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
997,Pallikonda,Tamil Nadu,20771.0,12.9042201,78.94044090000001,4,Indian Cuisine Restaurants,Indian Restaurant,Train Station,Café,South Indian Restaurant,Coffee Shop,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
998,Pindwara,Rajasthan,20765.0,24.7926,73.0469,0,Food Hubs,Hotel,Café,Train Station,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
999,Patur,Maharashtra,20538.0,20.421975600000003,76.86341721605329,3,Mobile Stores and Women utility,Mobile Phone Shop,Diner,Smoke Shop,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
1000,Mayang Imphal,Manipur,20532.0,24.6108831,93.8875401,0,Food Hubs,Scenic Lookout,Outlet Store,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
1001,Guruvayoor,Kerala,20510.0,10.5632605,76.134889,0,Food Hubs,Multiplex,Movie Theater,Train Station,Clothing Store,Indian Restaurant,Vegetarian / Vegan Restaurant,Campground,BBQ Joint,Bed & Breakfast,Grocery Store
1002,Mhaswad,Maharashtra,20500.0,17.6966443,74.72179969999999,3,Mobile Stores and Women utility,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
1003,Sahawar,Uttar Pradesh,20470.0,27.773253600000004,78.80670543708459,0,Food Hubs,Italian Restaurant,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
1004,Sivagiri,Tamil Nadu,20380.0,9.27378235,77.37908717167454,4,Indian Cuisine Restaurants,Indian Restaurant,Pharmacy,ATM,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
1005,Mundargi,Karnataka,20363.0,16.7700414,77.1777795,0,Food Hubs,ATM,Health & Beauty Service,Train Station,Pharmacy,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm
1006,Sakti,Chhattisgarh,20213.0,22.0262563,82.959829,1,Stations,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
1007,Silao,Bihar,20177.0,25.0952182,85.45943665913015,0,Food Hubs,Historic Site,Hotel,Hot Spring,Women's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
1008,Mandalgarh,Rajasthan,20169.0,25.2042068,75.09331970000001,0,Food Hubs,Bank,Hotel,River,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
1009,Loha,Maharashtra,20148.0,18.93608435,77.1015488505494,3,Mobile Stores and Women utility,Mobile Phone Shop,Bus Station,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
1010,Pukhrayan,Uttar Pradesh,20107.0,26.2269466,79.8397679,1,Stations,Jewelry Store,ATM,Train Station,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
1011,Padmanabhapuram,Tamil Nadu,20075.0,8.2515242,77.3245939,0,Food Hubs,Bus Station,Train Station,Historic Site,Vegetarian / Vegan Restaurant,Women's Store,Fast Food Restaurant,Fabric Shop,Factory,Falafel Restaurant,Farm
1012,Belonia,Tripura,19996.0,23.249787899999998,91.4550309,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
1013,Saiha,Mizoram,19731.0,22.499551800000003,92.97798988717028,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
1014,Srirampore,West Bengal,19500.0,22.7492962,88.3390279,1,Stations,Train Station,Dhaba,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
1015,Talwara,Punjab,19485.0,31.9433091,75.8805819,4,Indian Cuisine Restaurants,Mountain,ATM,Indian Restaurant,Reservoir,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
1016,Khowai,Tripura,18526.0,24.04673835,91.623209536468,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
